DATETIME;06299_TI1302.PV;06299_MI1302.PV;06299_TI1402.PV;06299_MI1402.PV;07633_TI0601.PV;07633_HI0101.PV;07781_TI1501.PV;07781_MI1501.PV
2023-03-15 00:00:00.000;23,93158537;34,80143503;22,85416924;35,22342222;18,90190887;35,29007339;20,24739456;48,84259033
2023-03-15 01:00:00.000;23,74797821;34,40431493;21,56285286;36,61900134;18,78617096;35,45645142;20,24739456;48,71238327
2023-03-15 02:00:00.000;23,61573368;33,78935619;22,58097158;33,75999912;18,45383667;35,04050827;20,13346291;48,57132339
2023-03-15 03:00:00.000;19,90656997;38,74927534;19,63179678;38,06140154;18,42214026;33,69863892;20,13346291;48,29644012
2023-03-15 04:00:00.000;19,03776965;39,89581746;19,55181978;37,5604875;18,72691106;32,6280365;19,99782944;48,16623306
2023-03-15 05:00:00.000;18,82220578;40,20947009;19,90075908;36,46541587;18,82899228;31,9589119;19,86400414;48,03602219
2023-03-15 06:00:00.000;19,1980363;39,23655566;20,59846878;34,88391139;20,78832248;31,08967537;19,7265625;47,90219879
2023-03-15 07:00:00.000;19,32053283;39,14396521;20,91981784;34,47437211;20,52544595;30,30066034;19,96889496;47,90219879
2023-03-15 08:00:00.000;19,2456294;39,16586377;20,54963875;35,49238134;20,09714272;30,21918297;20,20218468;44,78804779
2023-03-15 09:00:00.000;19,34560922;40,20906412;20,57405281;37,01329003;20,17505646;30,73278236;20,20218468;45,60185242
2023-03-15 10:00:00.000;19,12734298;41,82485608;20,53743172;37,67548338;20,46440887;31,29340172;20,33420181;46,13715363
2023-03-15 11:00:00.000;19,35012126;39,48011147;20,76924873;35,44524593;20,99247742;30,47236633;20,4463253;46,13715363
2023-03-15 12:00:00.000;20,37906657;36,57344739;21,24546051;34,27123493;21,39765431;29,92090661;20,4463253;46,00332642
2023-03-15 13:00:00.000;21,62533228;36,10634215;21,37974167;37,39578027;21,78819275;30,06365776;20,4463253;44,00018367
2023-03-15 14:00:00.000;22,64109798;35,65545017;20,90365219;38,93903879;22,14724643;30,07450676;20,13165474;47,35604477
2023-03-15 15:00:00.000;22,90566635;35,70055389;20,39485092;39,16288435;22,04137421;30,20471573;20,17096905;46,53501129
2023-03-15 16:00:00.000;22,38356859;39,835714;19,85243332;43,61013495;21,91478729;31,41275978;19,86400414;48,046875
2023-03-15 17:00:00.000;21,15417466;44,42434694;19,49802015;47,42591015;21,65436554;33,28269577;20,06655121;47,90219879
2023-03-15 18:00:00.000;20,27603372;48,11634802;19,32889748;50,02862439;21,52416229;34,49435806;20,31430817;47,62731552
2023-03-15 19:00:00.000;19,76023162;49,6341561;20,48960046;47,2987544;21,24264955;34,60652901;20,47164345;48,16261673
2023-03-15 20:00:00.000;19,15069888;50,59834212;20,22884224;46,71534526;21,16915264;34,71137238;19,86400414;50,88252258
2023-03-15 21:00:00.000;23,53654686;38,87984881;22,72255707;40,08207852;21,1928615;34,57413187;20,39930534;48,84259033
2023-03-15 22:00:00.000;23,3304766;37,98492948;22,36854172;39,83782614;20,10947795;34,76924133;20,24739456;48,97280121
2023-03-15 23:00:00.000;23,41822662;36,83471607;21,80700111;39,02401733;19,99908787;34,66796875;20,36132813;48,7051506
2023-03-16 00:00:00.000;23,23676272;36,50341097;21,50736168;38,29770604;20,00861918;33,31163025;20,36132813;48,84259033
2023-03-16 01:00:00.000;23,83622825;35,24976673;23,82122231;34,22812902;19,70124054;33,79471469;20,20399284;48,71238327
2023-03-16 02:00:00.000;24,30951881;34,11359024;23,1651924;34,52405331;21,54224396;33,16695404;20,20399284;48,56770706
2023-03-16 03:00:00.000;19,17020226;43,00183627;18,76735687;41,95847083;22,16435242;32,88845444;20,08101845;48,448349
2023-03-16 04:00:00.000;19,14567443;42,66790133;18,53389168;41,86042346;22,19535042;32,35315323;19,92910767;48,30728912
2023-03-16 05:00:00.000;20,66977846;39,52313308;18,86431963;41,00686213;22,29243779;32,21932983;19,79166603;48,30728912
2023-03-16 06:00:00.000;21,2697499;38,38836819;19,62677595;39,39275767;20,654738;31,81423569;19,66145706;48,30728912
2023-03-16 07:00:00.000;22,31660052;36,25282632;20,50683267;38,01931;20,49334717;31,32549131;19,92910767;46,9473381
2023-03-16 08:00:00.000;22,83242226;34,94393023;20,94219623;37,22423661;20,96445399;31,82147026;19,92910767;47,22222137
2023-03-16 09:00:00.000;22,74709744;36,33286499;21,00131226;39,07115533;20,57291412;32,36038589;19,66145706;47,62731552
2023-03-16 10:00:00.000;21,87543761;40,21730673;21,08676338;40,73305511;20,77287714;32,6280365;19,7934742;47,35966492
2023-03-16 11:00:00.000;21,26809316;42,19407888;21,23207718;41,39225388;21,13715363;32,88122177;20,06655121;46,9473381
2023-03-16 12:00:00.000;20,97709206;44,63548389;20,9940496;43,50125667;21,53501129;33,14163589;20,33420181;46,40118408
2023-03-16 13:00:00.000;20,52285237;46,95670037;20,56206648;45,72952835;21,92201996;33,32971573;19,86400414;48,4375
2023-03-16 14:00:00.000;20,03692818;47,80912396;20,15108895;47,29703093;22,3181282;33,36996279;20,54398155;47,07754517
2023-03-16 15:00:00.000;19,5953139;46,99398973;19,82718916;47,82752861;22,59114838;32,08188629;19,92910767;49,89283045
2023-03-16 16:00:00.000;19,2900441;46,16271082;19,83347897;44,27957243;22,36804593;31,66955948;20,40653992;49,37789154
2023-03-16 17:00:00.000;19,10916519;46,91528341;20,57405281;42,97798228;22,30179596;31,63339043;20,51866341;48,69791412
2023-03-16 18:00:00.000;19,01150513;48,25536448;21,16000938;42,36306762;21,60734558;32,08550262;20,47164345;48,02517319
2023-03-16 19:00:00.000;19,14209537;49,9470063;21,40272103;49,14585782;21,56713943;33,42375565;20,06655121;48,98003387
2023-03-16 20:00:00.000;18,94986869;52,52922915;21,67271996;43,29660797;21,40118408;33,82884598;19,80794144;49,79745102
2023-03-16 21:00:00.000;23,9333369;38,27031277;21,74596405;43,33718567;21,27097321;33,96990585;19,86400414;49,41044617
2023-03-16 22:00:00.000;24,29874255;36,294833;21,70451371;40,58656693;20,43185425;34,10011673;19,75911331;50,0723381
2023-03-16 23:00:00.000;24,17523766;35,62998366;21,40415573;39,38943446;20,07016754;33,96628952;20,26909637;48,45558548
2023-03-17 00:00:00.000;23,03674069;36,62088064;23,82122231;34,32013531;19,95080566;33,70225525;20,26909637;48,03240585
2023-03-17 01:00:00.000;21,28582853;38,90351869;22,36854172;35,83908043;19,85314941;33,17780685;20,14612198;47,77560806
2023-03-17 02:00:00.000;22,20943334;36,10548177;22,6729078;34,52505304;19,69762421;32,47251129;20,14612198;47,64539719
2023-03-17 03:00:00.000;19,1052245;42,06977611;19,67722461;39,69299844;20,1659184;32,88845444;19,99602127;47,38498306
2023-03-17 04:00:00.000;19,7893895;39,89823034;20,59846878;37,42965038;21,83722533;32,08911896;19,86400414;47,11733246
2023-03-17 05:00:00.000;20,56639246;37,53319236;20,85789199;36,54279625;21,92925262;31,68764496;19,7265625;47,11733246
2023-03-17 06:00:00.000;20,92292398;36,08497273;20,56964134;36,41123525;20,72843933;30,74363327;19,60539627;47,11733246
2023-03-17 07:00:00.000;20,71946725;36,27104694;20,11628356;37,35050642;20,56568146;29,8104744;19,60539627;46,4120369
2023-03-17 08:00:00.000;20,09657538;37,78976998;20,29654131;38,14101253;20,63802338;30,65523704;20,06655121;46,27097702
2023-03-17 09:00:00.000;19,97340383;39,89336801;20,31550771;38,99506174;20,51504517;30,87384224;19,92910767;45,32696533
2023-03-17 10:00:00.000;19,64049707;43,21206439;20,57405281;40,85512924;20,64992129;31,68402672;20,06655121;45,73205948
2023-03-17 11:00:00.000;19,19561915;47,03375968;21,26987457;42,09211802;20,87673187;32,36038589;20,06655121;46,12991714
2023-03-17 12:00:00.000;19,02053259;50,71534213;20,8507593;45,12228526;21,53139496;32,74377823;20,33600998;46,00694275
2023-03-17 13:00:00.000;18,9214767;52,17239664;20,24140499;47,04177416;21,65436554;32,88122177;19,92910767;46,9473381
2023-03-17 14:00:00.000;19,04174005;53,04335502;19,84160805;49,77683073;22,17881775;33,28269577;20,42281532;45,86226654
2023-03-17 15:00:00.000;19,00055119;53,01688379;20,32671183;48,52186165;21,92201996;33,40205383;20,40653992;46,26736069
2023-03-17 16:00:00.000;19,02250286;52,47892702;20,80706626;46,36569648;21,92201996;33,69140625;20,26909637;46,67607117
2023-03-17 17:00:00.000;19,34709076;51,41261925;21,1187511;45,22259931;21,53542433;34,6426506;20,26909637;46,81712723
2023-03-17 18:00:00.000;19,44358504;51,12613325;21,20883751;44,590746;21,55078234;34,9946226;20,40653992;46,9473381
2023-03-17 19:00:00.000;19,93071792;51,27520432;21,4285717;45,73420491;21,40480042;35,66261673;20,41738892;47,20775223
2023-03-17 20:00:00.000;19,92753595;51,5750742;21,21994266;46,53596954;21,37948608;36,03722381;20,40653992;47,21860504
2023-03-17 21:00:00.000;23,74797821;42,37237372;21,37610353;47,03023191;21,26374054;36,7910881;20,13527107;47,89858246
2023-03-17 22:00:00.000;22,66132048;44,2588976;23,87005234;40,41566086;20,60185242;36,93576431;20,26909637;47,48987198
2023-03-17 23:00:00.000;21,07858154;44,89714563;23,02774048;39,37795289;20,34867096;36,24855423;20,26909637;47,62369537
2023-03-18 00:00:00.000;20,97253695;43,11191417;21,67159027;40,67761465;20,21122742;35,84707642;20,13888931;47,89496613
2023-03-18 01:00:00.000;23,92271879;37,00431273;22,81351635;37,51254811;20,06655121;35,44709964;20,02676392;47,89858246
2023-03-18 02:00:00.000;23,67347164;36,6790167;23,3329258;35,9509451;20,08824921;33,64607479;20,02676392;47,62731552
2023-03-18 03:00:00.000;22,44789559;38,47563729;21,67271996;38,44725082;19,95804596;34,38223267;19,88570595;47,22222137
2023-03-18 04:00:00.000;20,75004638;41,30862834;23,4074411;34,87044907;21,81351471;34,36776733;19,88570595;47,09201431
2023-03-18 05:00:00.000;22,25591289;37,80513434;22,83242226;35,78722113;22,21860504;33,71892592;19,7265625;46,81712723
2023-03-18 06:00:00.000;23,90809541;34,57095247;21,26987457;37,59325608;20,75376129;33,96990585;19,7265625;46,68692017
2023-03-18 07:00:00.000;22,84369878;36,19624357;23,66252708;33,49562242;20,73567963;33,42737198;19,58912086;46,54947662
2023-03-18 08:00:00.000;21,64710524;39,77980064;22,03894234;37,08065702;20,75376129;33,97352219;19,58912086;46,4120369
2023-03-18 09:00:00.000;20,38507485;43,69748898;22,61113033;37,60733451;20,86588287;34,19777298;19,58912086;46,29629517
2023-03-18 10:00:00.000;23,25464526;38,78715714;23,3739137;37,53889055;21,00332642;34,4979744;19,58912086;46,29629517
2023-03-18 11:00:00.000;24,25192386;37,65183521;22,29529762;39,89367401;21,27459717;34,37138367;19,7265625;46,15523529
2023-03-18 12:00:00.000;24,1793645;38,25491936;21,37974167;42,03686882;21,40480042;34,6426506;19,86400414;45,87311935
2023-03-18 13:00:00.000;24,27369763;38,75545502;21,67778182;41,88201193;21,56753863;34,62695532;20,00144577;45,73205948
2023-03-18 14:00:00.000;24,34892889;38,34635186;22,38535788;40,4340565;21,92201996;34,27233286;20,13707924;45,62717056
2023-03-18 15:00:00.000;23,58563116;39,7107858;23,03832561;39,45512978;22,03775787;34,41372641;20,26909637;45,45717621
2023-03-18 16:00:00.000;22,09514832;42,78429583;23,58900712;38,71305331;22,04137421;34,38946533;20,40653992;45,45717621
2023-03-18 17:00:00.000;21,03041424;46,62311387;23,96771049;38,97685805;21,89103282;35,30454254;20,40653992;45,45717621
2023-03-18 18:00:00.000;20,36652756;50,11139297;23,99212646;39,91142295;21,72027606;36,37876129;20,54398155;45,32696533
2023-03-18 19:00:00.000;20,32037854;50,74617767;23,5851906;41,19553379;21,56756592;37,31915283;20,20399284;46,4120369
2023-03-18 20:00:00.000;20,3954619;51,73174856;23,19985508;42,96251301;21,53139496;37,84360504;20,33781815;46,27097702
2023-03-18 21:00:00.000;20,53743172;53,30455968;22,48323852;46,08194624;21,42718642;39,19458776;20,33781815;46,54224396
2023-03-18 22:00:00.000;21,29263402;52,36658559;21,53245773;51,28330789;21,02502441;40,52011108;20,33781815;46,9473381
2023-03-18 23:00:00.000;24,21130504;47,36634582;22,13913221;50,2102384;20,69589233;41,08072662;20,33781815;47,35242844
2023-03-19 00:00:00.000;23,84820536;48,1945547;23,9310894;45,73809052;20,54036713;41,21817017;20,33781815;47,74666977
2023-03-19 01:00:00.000;23,0559354;49,22566458;23,28190946;46,28940435;20,48249054;41,21817017;20,33781815;48,16261673
2023-03-19 02:00:00.000;22,27730792;49,60749396;22,31776364;47,31904848;20,35590363;40,94690323;20,33781815;48,4375
2023-03-19 03:00:00.000;20,84071761;52,26946112;21,33091164;48,90665994;20,20761108;40,8203125;20,20399284;48,84259033
2023-03-19 04:00:00.000;20,56868446;51,96595066;23,47091385;43,10293867;20,07178457;40,79861069;20,20399284;48,97280121
2023-03-19 05:00:00.000;23,35568999;44,28973645;23,22306061;43,46080967;20,24015808;39,85098267;20,06655121;49,24768448
2023-03-19 06:00:00.000;23,81318915;43,14865494;21,73231563;45,9456083;20,62355042;40,27415848;20,06655121;49,37789154
2023-03-19 07:00:00.000;22,7347641;44,71468274;22,78692249;42,32113456;20,88034821;39,03178589;20,06655121;49,51895142
2023-03-19 08:00:00.000;21,41299106;46,89909482;23,3329258;40,56214905;20,94331446;39,48205948;20,06655121;49,65277863
2023-03-19 09:00:00.000;20,29784232;50,06066248;21,94128227;44,21859071;20,87673187;39,44950867;19,92910767;49,65277863
2023-03-19 10:00:00.000;22,59151437;44,44307498;21,98405972;44,70574029;21,05943023;39,74942411;19,92910767;49,65277863
2023-03-19 11:00:00.000;24,30192993;41,36392299;23,87795163;40,5972839;21,39756775;38,92867279;19,92910767;49,65277863
2023-03-19 12:00:00.000;24,44379997;40,84245579;23,9310894;40,13855677;22,05584717;37,56872177;20,20399284;49,24768448
2023-03-19 13:00:00.000;24,13021227;39,66041913;23,65031815;39,43570985;22,17520142;36,78747177;20,34143448;48,97280121
2023-03-19 14:00:00.000;22,4605166;42,63922406;23,40325121;39,73951959;22,03414154;37,00773917;20,47164345;48,43026352
2023-03-19 15:00:00.000;21,26968967;47,23388341;23,0707286;42,02559338;21,93286896;37,33000565;20,13165474;49,37789154
2023-03-19 16:00:00.000;21,38919606;48,15606416;22,40516281;44,58530844;21,53139496;39,21079254;20,3848381;48,97280121
2023-03-19 17:00:00.000;22,8567612;46,49285192;21,62679754;48,30472684;21,60661761;40,11863327;20,3848381;49,20428085
2023-03-19 18:00:00.000;23,39038899;46,84166432;21,542178;50,5117293;21,53139496;41,08072662;20,3848381;49,64192581
2023-03-19 19:00:00.000;24,32172585;45,92970933;23,0299617;46,85482972;21,40118408;41,43880081;20,3848381;50,03978348
2023-03-19 20:00:00.000;23,98860453;45,43652711;23,8384008;43,84048833;21,41564941;41,63049698;20,3848381;50,45934677
2023-03-19 21:00:00.000;23,34840745;45,87700921;22,96670341;44,71312369;21,23842621;41,4894371;20,3848381;50,8644371
2023-03-19 22:00:00.000;22,66306375;47,22336384;21,76859972;47,17251131;20,61993408;41,51475525;20,26909637;51,12847137
2023-03-19 23:00:00.000;21,52029983;50,05110491;22,12313056;45,67863806;20,41469167;41,6015625;20,26909637;51,40335464
2023-03-20 00:00:00.000;20,41403038;52,43079758;23,78460121;42,2753736;20,35951996;41,59794617;20,26909637;51,67824173
2023-03-20 01:00:00.000;22,13498714;47,05453675;22,81478264;44,95025072;20,08101654;41,72785019;20,13888931;51,67824173
2023-03-20 02:00:00.000;24,20522682;43,07911798;21,57505989;47,28673997;20,26755952;40,95051956;20,13888931;51,80844879
2023-03-20 03:00:00.000;19,24942377;53,06749883;20,40470699;48,36107268;20,09909821;39,96904053;20,13888931;51,94950867
2023-03-20 04:00:00.000;18,80598892;52,31778441;20,3193775;46,67501806;19,95804596;39,03117925;20,00868034;52,08333206
2023-03-20 05:00:00.000;18,71607232;50,28860131;20,64729691;43,58958817;20,36675262;37,45659637;19,89113045;52,22439194
2023-03-20 06:00:00.000;18,70275569;48,91932194;20,92875271;41,0992775;20,53674316;37,33362198;19,74645424;52,22439194
2023-03-20 07:00:00.000;18,82340585;46,12130523;20,86843856;40,09827042;20,47525787;35,44560242;19,86400414;51,00911331
2023-03-20 08:00:00.000;18,73579141;45,50983938;20,75081738;39,67003283;20,48249054;35,0332756;20,26909637;49,42098648
2023-03-20 09:00:00.000;19,3012723;46,62319288;20,78405429;42,54004633;20,68361655;35,97005081;19,86400414;50,19892883
2023-03-20 10:00:00.000;19,75265425;49,05190828;21,08676338;44,68718507;20,86588287;36,46324263;19,86400414;50,19892883
2023-03-20 11:00:00.000;20,15394069;48,16774514;21,19663048;45,19433903;21,20413472;36,67828985;20,00144577;50,05786896
2023-03-20 12:00:00.000;21,06576663;47,70051632;21,27365085;46,34846115;21,20035666;36,78385544;20,26909637;50,59317017
2023-03-20 13:00:00.000;21,38940518;47,19383147;21,06234932;47,02597435;21,26012421;37,58680344;20,40653992;50,73061371
2023-03-20 14:00:00.000;21,36599091;47,67657864;20,57405281;48,38274038;21,27459717;37,85807419;20,40653992;51,12847137
2023-03-20 15:00:00.000;21,32548285;48,1080147;20,37669141;50,48389281;21,13353729;38,11487198;20,54398155;51,82929484
2023-03-20 16:00:00.000;21,58174759;47,16422251;19,87385621;51,42485449;21,13353729;38,00636673;20,42643166;51,80483246
2023-03-20 17:00:00.000;22,00797322;46,07476353;19,71716007;52,31691375;21,29267883;37,8182869;20,47525978;52,08333206
2023-03-20 18:00:00.000;22,07401927;46,14685726;19,17020226;52,32152108;20,99971008;38,28486633;20,26909637;52,86334869
2023-03-20 19:00:00.000;22,1584997;46,34092043;18,7795639;53,83739061;21,20348786;38,52719879;20,40653992;52,61863327
2023-03-20 20:00:00.000;22,28927247;46,44376673;18,64375687;55,85571781;21,10124043;38,76229858;20,40653992;53,16116714
2023-03-20 21:00:00.000;20,53831297;51,25510945;22,47670499;50,68789488;21,00332642;38,9395256;20,26909637;53,29861069
2023-03-20 22:00:00.000;23,30579269;43,84428771;22,55165291;45,08602456;20,47887421;39,20717621;20,13346291;53,70370102
2023-03-20 23:00:00.000;24,26068878;42,8591213;21,89918914;46,22467412;20,34867096;39,48929214;20,26909637;53,29499435
2023-03-21 00:00:00.000;23,79848677;43,57870167;21,33091164;47,48917948;20,21122742;39,47844315;20,26909637;53,29861069
2023-03-21 01:00:00.000;23,62542657;42,87141232;22,44342759;43,35585526;19,81698608;39,62311935;20,26909637;53,29861069
2023-03-21 02:00:00.000;23,19145121;42,29881315;23,9310894;38,96164852;20,12080383;38,12572098;20,26909637;53,29861069
2023-03-21 03:00:00.000;19,6598034;47,90516836;19,35714812;46,98682831;19,82783508;38,11125565;20,14250565;53,29861069
2023-03-21 04:00:00.000;19,3271583;47,7128897;18,89542413;47,08660887;21,95819092;37,81754185;20,00144577;53,16478348
2023-03-21 05:00:00.000;19,96887812;45,45337341;19,19004524;45,71043096;22,31264496;36,92852783;19,88932228;53,14308548
2023-03-21 06:00:00.000;20,07611991;44,08408603;19,55152386;43,82953955;20,59750298;36,39323044;19,88932228;52,62948227
2023-03-21 07:00:00.000;20,76931547;42,5756304;19,75028344;43,38175599;20,60908508;35,333641;20,13707924;50,86805344
